ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-06-19 06:00,179.0,,,,270.0,29.0,0,0,0,
47090,2011-06-19 06:00,191.0,,,,275.0,35.0,0,0,0,
47090,2011-06-19 06:00,200.0,12180.0,-51.7,-66.7,260.0,37.0,0,0,0,
47090,2011-06-19 06:00,208.0,,,,280.0,24.0,0,0,0,
47090,2011-06-19 06:00,213.0,,,,270.0,28.0,0,0,0,
47090,2011-06-19 06:00,224.0,,,,280.0,12.0,0,0,0,
47090,2011-06-19 06:00,229.0,,-51.7,-63.7,350.0,7.0,0,1,0,
47090,2011-06-19 06:00,240.0,,,,35.0,3.0,0,0,0,
47090,2011-06-19 06:00,248.0,,,,85.0,10.0,0,0,0,
47090,2011-06-19 06:00,250.0,10740.0,-46.7,-58.7,75.0,12.0,0,0,0,
47090,2011-06-19 06:00,254.0,,,,55.0,13.0,0,0,0,
47090,2011-06-19 06:00,263.0,,,,55.0,20.0,0,0,0,
47090,2011-06-19 06:00,284.0,,,,50.0,10.0,0,0,0,
47090,2011-06-19 06:00,289.0,,,,60.0,11.0,0,0,0,
47090,2011-06-19 06:00,300.0,9510.0,-37.9,-54.9,50.0,16.0,0,0,0,
47090,2011-06-19 06:00,316.0,,-34.9,-50.9,,,0,0,0,
47090,2011-06-19 06:00,321.0,,,,70.0,19.0,0,0,0,
47090,2011-06-19 06:00,328.0,,,,55.0,23.0,0,0,0,
47090,2011-06-19 06:00,345.0,,,,35.0,13.0,0,0,0,
47090,2011-06-19 06:00,379.0,,,,70.0,15.0,0,0,0,
47090,2011-06-19 06:00,386.0,,,,45.0,19.0,0,0,0,
47090,2011-06-19 06:00,399.0,,,,35.0,19.0,0,0,0,
47090,2011-06-19 06:00,400.0,7470.0,-19.9,-36.9,35.0,17.0,0,0,0,
47090,2011-06-19 06:00,420.0,,-17.1,-39.1,,,0,0,0,
47090,2011-06-19 06:00,432.0,,,,50.0,17.0,0,0,0,
47090,2011-06-19 06:00,460.0,,,,35.0,16.0,0,0,0,
47090,2011-06-19 06:00,481.0,,,,65.0,18.0,0,0,0,
47090,2011-06-19 06:00,482.0,,-10.1,-30.1,,,0,0,0,
47090,2011-06-19 06:00,500.0,5780.0,-8.1,-28.1,60.0,20.0,0,0,0,
47090,2011-06-19 06:00,507.0,,,,55.0,20.0,0,0,0,
47090,2011-06-19 06:00,537.0,,,,80.0,15.0,0,0,0,
47090,2011-06-19 06:00,546.0,,-2.1,-24.1,,,0,0,0,
47090,2011-06-19 06:00,550.0,,,,45.0,10.0,0,0,0,
47090,2011-06-19 06:00,559.0,,,,50.0,13.0,0,0,0,
47090,2011-06-19 06:00,567.0,,,,30.0,15.0,0,0,0,
47090,2011-06-19 06:00,577.0,,,,75.0,10.0,0,0,0,
47090,2011-06-19 06:00,585.0,,-0.1,-23.1,,,0,0,0,
47090,2011-06-19 06:00,610.0,,,,50.0,10.0,0,0,0,
47090,2011-06-19 06:00,622.0,,,,70.0,10.0,0,0,0,
47090,2011-06-19 06:00,635.0,,,,70.0,10.0,0,0,0,
47090,2011-06-19 06:00,642.0,,,,50.0,10.0,0,0,0,
47090,2011-06-19 06:00,700.0,3092.0,7.0,-7.0,75.0,13.0,0,0,0,
47090,2011-06-19 06:00,701.0,,,,75.0,13.0,0,0,0,
47090,2011-06-19 06:00,711.0,,8.0,-10.0,,,0,0,0,
47090,2011-06-19 06:00,723.0,,,,60.0,11.0,0,0,0,
47090,2011-06-19 06:00,733.0,,,,80.0,12.0,0,0,0,
47090,2011-06-19 06:00,749.0,,,,75.0,10.0,0,0,0,
47090,2011-06-19 06:00,809.0,,11.0,3.0,,,0,0,0,
47090,2011-06-19 06:00,850.0,1478.0,14.0,6.0,110.0,7.0,0,0,0,
47090,2011-06-19 06:00,919.0,,,,215.0,1.0,0,0,0,
47090,2011-06-19 06:00,924.0,,,,85.0,1.0,0,0,0,
47090,2011-06-19 06:00,925.0,758.0,18.0,6.0,60.0,1.0,0,0,0,
47090,2011-06-19 06:00,930.0,,,,75.0,1.0,0,0,0,
47090,2011-06-19 06:00,1000.0,87.0,21.2,13.2,355.0,2.0,0,0,0,
47090,2011-06-19 06:00,1007.0,,21.2,14.2,320.0,1.0,1,0,0,
47090,2011-06-19 12:00,8.8,,-34.9,-69.9,,,0,0,0,
47090,2011-06-19 12:00,9.3,,-35.9,-69.9,,,0,0,0,
47090,2011-06-19 12:00,9.7,,,,85.0,34.0,0,0,0,
47090,2011-06-19 12:00,10.0,31440.0,-37.9,-71.9,90.0,33.0,0,0,0,
47090,2011-06-19 12:00,10.9,,,,70.0,33.0,0,0,0,
47090,2011-06-19 12:00,11.2,,-37.9,-70.9,,,0,0,0,
47090,2011-06-19 12:00,11.8,,,,85.0,25.0,0,0,0,
47090,2011-06-19 12:00,12.2,,-41.7,-73.7,,,0,0,0,
47090,2011-06-19 12:00,12.6,,,,65.0,29.0,0,0,0,
47090,2011-06-19 12:00,13.1,,,,90.0,29.0,0,0,0,
47090,2011-06-19 12:00,13.3,,,,65.0,27.0,0,0,0,
47090,2011-06-19 12:00,14.6,,,,45.0,24.0,0,0,0,
47090,2011-06-19 12:00,15.2,,,,45.0,26.0,0,0,0,
47090,2011-06-19 12:00,15.5,,,,65.0,25.0,0,0,0,
47090,2011-06-19 12:00,15.6,,-41.7,-72.7,,,0,0,0,
47090,2011-06-19 12:00,15.9,,,,55.0,28.0,0,0,0,
47090,2011-06-19 12:00,17.3,,,,60.0,17.0,0,0,0,
47090,2011-06-19 12:00,18.1,,,,80.0,12.0,0,0,0,
47090,2011-06-19 12:00,18.6,,,,105.0,23.0,0,0,0,
47090,2011-06-19 12:00,19.3,,,,85.0,19.0,0,0,0,
47090,2011-06-19 12:00,20.0,26780.0,-45.7,-74.7,115.0,18.0,0,0,0,
47090,2011-06-19 12:00,20.6,,,,90.0,23.0,0,0,0,
47090,2011-06-19 12:00,21.7,,,,110.0,24.0,0,0,0,
47090,2011-06-19 12:00,22.3,,,,85.0,18.0,0,0,0,
47090,2011-06-19 12:00,22.7,,,,90.0,17.0,0,0,0,
47090,2011-06-19 12:00,23.0,,,,110.0,13.0,0,0,0,
47090,2011-06-19 12:00,23.9,,-49.7,-76.7,,,0,0,0,
47090,2011-06-19 12:00,27.0,,,,90.0,25.0,0,0,0,
47090,2011-06-19 12:00,28.2,,,,60.0,20.0,0,0,0,
47090,2011-06-19 12:00,28.7,,,,75.0,21.0,0,0,0,
47090,2011-06-19 12:00,29.5,,,,50.0,24.0,0,0,0,
47090,2011-06-19 12:00,30.0,24130.0,-50.7,-76.7,40.0,20.0,0,0,0,
47090,2011-06-19 12:00,30.3,,,,35.0,17.0,0,0,0,
47090,2011-06-19 12:00,31.0,,-50.7,-75.7,,,0,0,0,
47090,2011-06-19 12:00,32.2,,,,65.0,15.0,0,0,0,
47090,2011-06-19 12:00,33.3,,,,50.0,11.0,0,0,0,
47090,2011-06-19 12:00,34.2,,,,90.0,12.0,0,0,0,
47090,2011-06-19 12:00,36.3,,,,30.0,15.0,0,0,0,
47090,2011-06-19 12:00,36.7,,,,40.0,10.0,0,0,0,
47090,2011-06-19 12:00,37.7,,,,100.0,10.0,0,0,0,
47090,2011-06-19 12:00,38.3,,,,105.0,13.0,0,0,0,
47090,2011-06-19 12:00,39.1,,,,80.0,10.0,0,0,0,
47090,2011-06-19 12:00,40.4,,-55.7,-78.7,,,0,0,0,
47090,2011-06-19 12:00,41.4,,,,140.0,1.0,0,0,0,
47090,2011-06-19 12:00,41.5,,,,0.0,0.0,0,0,0,
47090,2011-06-19 12:00,41.7,,,,325.0,1.0,0,0,0,
47090,2011-06-19 12:00,42.1,,,,290.0,1.0,0,0,0,
47090,2011-06-19 12:00,42.4,,,,165.0,1.0,0,0,0,
47090,2011-06-19 12:00,44.7,,,,115.0,10.0,0,0,0,
47090,2011-06-19 12:00,45.5,,-54.7,-76.7,,,0,0,0,
47090,2011-06-19 12:00,46.1,,,,70.0,10.0,0,0,0,
47090,2011-06-19 12:00,48.2,,,,55.0,16.0,0,0,0,
47090,2011-06-19 12:00,50.0,20870.0,-56.7,-77.7,45.0,9.0,0,0,0,
47090,2011-06-19 12:00,53.5,,,,5.0,5.0,0,0,0,
47090,2011-06-19 12:00,57.0,,,,360.0,17.0,0,0,0,
47090,2011-06-19 12:00,58.0,,,,350.0,10.0,0,0,0,
47090,2011-06-19 12:00,59.0,,,,40.0,2.0,0,0,0,
47090,2011-06-19 12:00,61.6,,,,70.0,10.0,0,0,0,
47090,2011-06-19 12:00,62.2,,,,30.0,13.0,0,0,0,
47090,2011-06-19 12:00,62.4,,-59.5,-78.5,,,0,0,0,
47090,2011-06-19 12:00,63.4,,,,360.0,21.0,0,0,0,
47090,2011-06-19 12:00,64.9,,,,345.0,19.0,0,0,0,
47090,2011-06-19 12:00,66.5,,,,5.0,16.0,0,0,0,
47090,2011-06-19 12:00,67.8,,-62.5,-80.5,,,0,0,0,
47090,2011-06-19 12:00,70.0,18780.0,-62.5,-80.5,15.0,14.0,0,0,0,
47090,2011-06-19 12:00,70.2,,,,15.0,14.0,0,0,0,
47090,2011-06-19 12:00,77.8,,,,315.0,19.0,0,0,0,
47090,2011-06-19 12:00,82.7,,,,335.0,21.0,0,0,0,
47090,2011-06-19 12:00,88.6,,-63.5,-81.5,,,0,0,0,
47090,2011-06-19 12:00,92.6,,,,305.0,19.0,0,0,0,
47090,2011-06-19 12:00,99.3,,,,320.0,14.0,0,0,0,
47090,2011-06-19 12:00,100.0,16600.0,-61.5,-79.5,325.0,16.0,0,0,0,
47090,2011-06-19 12:00,102.0,,,,330.0,18.0,0,0,0,
47090,2011-06-19 12:00,105.0,,-61.5,-79.5,,,0,0,0,
47090,2011-06-19 12:00,107.0,,,,310.0,27.0,0,0,0,
47090,2011-06-19 12:00,110.0,,-60.5,-78.5,,,0,0,0,
47090,2011-06-19 12:00,127.0,,-59.5,-77.5,275.0,22.0,0,1,0,
47090,2011-06-19 12:00,138.0,,,,265.0,28.0,0,0,0,
47090,2011-06-19 12:00,147.0,,,,280.0,23.0,0,0,0,
47090,2011-06-19 12:00,150.0,14070.0,-55.7,-73.7,275.0,26.0,0,0,0,
47090,2011-06-19 12:00,159.0,,,,255.0,27.0,0,0,0,
47090,2011-06-19 12:00,176.0,,,,255.0,32.0,0,0,0,
47090,2011-06-19 12:00,179.0,,,,255.0,30.0,0,0,0,
47090,2011-06-19 12:00,188.0,,,,270.0,27.0,0,0,0,
47090,2011-06-19 12:00,193.0,,,,255.0,32.0,0,0,0,
47090,2011-06-19 12:00,198.0,,,,245.0,28.0,0,0,0,
47090,2011-06-19 12:00,200.0,12230.0,-49.7,-65.7,240.0,26.0,0,0,0,
47090,2011-06-19 12:00,201.0,,-49.7,-65.7,,,0,0,0,
47090,2011-06-19 12:00,204.0,,,,225.0,17.0,0,0,0,
47090,2011-06-19 12:00,207.0,,,,240.0,10.0,0,0,0,
47090,2011-06-19 12:00,211.0,,,,330.0,3.0,0,0,0,
47090,2011-06-19 12:00,219.0,,,,70.0,10.0,0,0,0,
47090,2011-06-19 12:00,221.0,,-51.7,-64.7,65.0,13.0,0,1,0,
47090,2011-06-19 12:00,235.0,,,,50.0,22.0,0,0,0,
47090,2011-06-19 12:00,250.0,10780.0,-46.7,-61.7,60.0,26.0,0,0,0,
47090,2011-06-19 12:00,264.0,,,,80.0,25.0,0,0,0,
47090,2011-06-19 12:00,278.0,,-40.7,-54.7,,,0,0,0,
47090,2011-06-19 12:00,282.0,,,,70.0,30.0,0,0,0,
47090,2011-06-19 12:00,298.0,,,,80.0,25.0,0,0,0,
47090,2011-06-19 12:00,300.0,9550.0,-35.9,-54.9,75.0,26.0,0,0,0,
47090,2011-06-19 12:00,312.0,,,,65.0,24.0,0,0,0,
47090,2011-06-19 12:00,319.0,,,,80.0,20.0,0,0,0,
47090,2011-06-19 12:00,326.0,,,,65.0,18.0,0,0,0,
47090,2011-06-19 12:00,331.0,,,,75.0,18.0,0,0,0,
47090,2011-06-19 12:00,378.0,,,,40.0,17.0,0,0,0,
47090,2011-06-19 12:00,384.0,,,,55.0,16.0,0,0,0,
47090,2011-06-19 12:00,400.0,7500.0,-19.9,-42.9,55.0,16.0,0,0,0,
47090,2011-06-19 12:00,407.0,,,,50.0,15.0,0,0,0,
47090,2011-06-19 12:00,421.0,,,,70.0,14.0,0,0,0,
47090,2011-06-19 12:00,425.0,,,,55.0,13.0,0,0,0,
47090,2011-06-19 12:00,433.0,,,,55.0,14.0,0,0,0,
47090,2011-06-19 12:00,438.0,,,,40.0,10.0,0,0,0,
47090,2011-06-19 12:00,445.0,,,,75.0,7.0,0,0,0,
47090,2011-06-19 12:00,459.0,,-11.1,-38.1,,,0,0,0,
47090,2011-06-19 12:00,460.0,,,,60.0,10.0,0,0,0,
47090,2011-06-19 12:00,500.0,5800.0,-7.1,-27.1,85.0,6.0,0,0,0,
47090,2011-06-19 12:00,541.0,,,,70.0,11.0,0,0,0,
47090,2011-06-19 12:00,554.0,,,,40.0,10.0,0,0,0,
47090,2011-06-19 12:00,572.0,,-0.1,-23.1,,,0,0,0,
47090,2011-06-19 12:00,576.0,,,,65.0,13.0,0,0,0,
47090,2011-06-19 12:00,594.0,,,,60.0,14.0,0,0,0,
47090,2011-06-19 12:00,626.0,,4.0,-20.0,,,0,0,0,
47090,2011-06-19 12:00,631.0,,,,110.0,13.0,0,0,0,
47090,2011-06-19 12:00,646.0,,,,115.0,11.0,0,0,0,
47090,2011-06-19 12:00,658.0,,,,95.0,12.0,0,0,0,
47090,2011-06-19 12:00,700.0,3102.0,7.0,-6.0,135.0,3.0,0,0,0,
47090,2011-06-19 12:00,710.0,,8.0,-4.0,,,0,0,0,
47090,2011-06-19 12:00,767.0,,,,45.0,1.0,0,0,0,
47090,2011-06-19 12:00,769.0,,12.0,0.0,35.0,1.0,0,0,0,
47090,2011-06-19 12:00,781.0,,12.0,7.0,,,0,0,0,
47090,2011-06-19 12:00,819.0,,15.0,10.3,,,0,0,0,
47090,2011-06-19 12:00,850.0,1476.0,17.0,8.0,360.0,3.0,0,0,0,
47090,2011-06-19 12:00,856.0,,18.0,6.0,,,0,0,0,
47090,2011-06-19 12:00,894.0,,,,150.0,11.0,0,0,0,
47090,2011-06-19 12:00,925.0,750.0,20.2,7.2,160.0,12.0,0,0,0,
47090,2011-06-19 12:00,957.0,,22.2,5.2,,,0,0,0,
47090,2011-06-19 12:00,977.0,,22.2,10.2,170.0,15.0,0,0,0,
47090,2011-06-19 12:00,984.0,,20.2,12.2,,,0,0,0,
47090,2011-06-19 12:00,1000.0,75.0,20.0,15.0,155.0,12.0,0,0,0,
47090,2011-06-19 12:00,1006.0,,20.2,14.2,180.0,7.0,1,0,0,
47090,2011-06-20 18:00,9.4,,-36.9,-66.9,,,0,0,0,
47090,2011-06-20 18:00,9.5,,,,75.0,25.0,0,0,0,
47090,2011-06-20 18:00,10.0,31440.0,-36.9,-65.9,65.0,21.0,0,0,0,
47090,2011-06-20 18:00,10.2,,,,65.0,22.0,0,0,0,
47090,2011-06-20 18:00,10.7,,-36.9,-66.9,,,0,0,0,
47090,2011-06-20 18:00,10.8,,,,75.0,20.0,0,0,0,
47090,2011-06-20 18:00,12.2,,,,120.0,20.0,0,0,0,
47090,2011-06-20 18:00,12.7,,,,105.0,22.0,0,0,0,
47090,2011-06-20 18:00,13.0,,,,120.0,22.0,0,0,0,
47090,2011-06-20 18:00,13.9,,,,115.0,16.0,0,0,0,
47090,2011-06-20 18:00,14.4,,,,120.0,19.0,0,0,0,
47090,2011-06-20 18:00,15.2,,,,100.0,23.0,0,0,0,
47090,2011-06-20 18:00,16.1,,,,115.0,28.0,0,0,0,
47090,2011-06-20 18:00,16.8,,,,90.0,25.0,0,0,0,
47090,2011-06-20 18:00,17.8,,-45.7,-71.7,,,0,0,0,
47090,2011-06-20 18:00,18.0,,,,105.0,26.0,0,0,0,
47090,2011-06-20 18:00,18.9,,,,100.0,26.0,0,0,0,
47090,2011-06-20 18:00,19.6,,,,120.0,27.0,0,0,0,
47090,2011-06-20 18:00,20.0,26760.0,-46.7,-72.7,95.0,26.0,0,0,0,
47090,2011-06-20 18:00,20.6,,,,80.0,31.0,0,0,0,
47090,2011-06-20 18:00,22.4,,,,80.0,19.0,0,0,0,
47090,2011-06-20 18:00,23.5,,,,80.0,22.0,0,0,0,
47090,2011-06-20 18:00,24.3,,,,95.0,23.0,0,0,0,
47090,2011-06-20 18:00,26.4,,,,75.0,26.0,0,0,0,
47090,2011-06-20 18:00,28.2,,,,40.0,13.0,0,0,0,
47090,2011-06-20 18:00,29.0,,,,75.0,14.0,0,0,0,
47090,2011-06-20 18:00,30.0,24110.0,-49.7,-73.7,90.0,9.0,0,0,0,
47090,2011-06-20 18:00,30.3,,,,100.0,8.0,0,0,0,
47090,2011-06-20 18:00,30.9,,,,120.0,13.0,0,0,0,
47090,2011-06-20 18:00,31.9,,,,105.0,12.0,0,0,0,
47090,2011-06-20 18:00,32.5,,,,120.0,18.0,0,0,0,
47090,2011-06-20 18:00,33.0,,-51.7,-74.7,,,0,0,0,
47090,2011-06-20 18:00,34.9,,,,70.0,10.0,0,0,0,
47090,2011-06-20 18:00,35.8,,-56.7,-78.7,,,0,0,0,
47090,2011-06-20 18:00,36.6,,,,115.0,15.0,0,0,0,
47090,2011-06-20 18:00,39.5,,,,85.0,14.0,0,0,0,
47090,2011-06-20 18:00,41.0,,,,115.0,16.0,0,0,0,
47090,2011-06-20 18:00,42.9,,,,100.0,17.0,0,0,0,
47090,2011-06-20 18:00,44.0,,-53.7,-75.7,,,0,0,0,
47090,2011-06-20 18:00,44.1,,,,110.0,18.0,0,0,0,
47090,2011-06-20 18:00,45.6,,,,70.0,14.0,0,0,0,
47090,2011-06-20 18:00,46.7,,,,65.0,12.0,0,0,0,
47090,2011-06-20 18:00,48.4,,,,25.0,14.0,0,0,0,
47090,2011-06-20 18:00,49.3,,,,35.0,16.0,0,0,0,
47090,2011-06-20 18:00,50.0,20850.0,-56.7,-76.7,40.0,13.0,0,0,0,
47090,2011-06-20 18:00,50.1,,,,40.0,13.0,0,0,0,
47090,2011-06-20 18:00,51.5,,,,10.0,13.0,0,0,0,
47090,2011-06-20 18:00,52.0,,-57.7,-77.7,,,0,0,0,
47090,2011-06-20 18:00,52.5,,,,15.0,10.0,0,0,0,
47090,2011-06-20 18:00,53.5,,-60.5,-79.5,,,0,0,0,
47090,2011-06-20 18:00,53.6,,,,310.0,1.0,0,0,0,
47090,2011-06-20 18:00,53.7,,,,270.0,1.0,0,0,0,
47090,2011-06-20 18:00,53.8,,,,250.0,1.0,0,0,0,
47090,2011-06-20 18:00,59.6,,,,40.0,10.0,0,0,0,
47090,2011-06-20 18:00,60.2,,,,35.0,13.0,0,0,0,
47090,2011-06-20 18:00,64.9,,,,65.0,10.0,0,0,0,
47090,2011-06-20 18:00,66.9,,-60.5,-78.5,,,0,0,0,
47090,2011-06-20 18:00,70.0,18770.0,-62.5,-79.5,355.0,12.0,0,0,0,
47090,2011-06-20 18:00,70.4,,,,345.0,11.0,0,0,0,
47090,2011-06-20 18:00,74.0,,,,355.0,12.0,0,0,0,
47090,2011-06-20 18:00,75.4,,,,330.0,14.0,0,0,0,
47090,2011-06-20 18:00,78.0,,,,320.0,14.0,0,0,0,
47090,2011-06-20 18:00,80.0,,,,340.0,10.0,0,0,0,
47090,2011-06-20 18:00,83.0,,,,340.0,23.0,0,0,0,
47090,2011-06-20 18:00,85.7,,,,305.0,17.0,0,0,0,
47090,2011-06-20 18:00,87.8,,-65.5,-82.5,,,0,0,0,
47090,2011-06-20 18:00,88.4,,-65.5,-82.5,290.0,10.0,0,1,0,
47090,2011-06-20 18:00,99.7,,,,255.0,12.0,0,0,0,
47090,2011-06-20 18:00,100.0,16610.0,-62.5,-80.5,250.0,12.0,0,0,0,
47090,2011-06-20 18:00,102.0,,,,235.0,11.0,0,0,0,
47090,2011-06-20 18:00,105.0,,-59.5,-77.5,,,0,0,0,
47090,2011-06-20 18:00,108.0,,,,305.0,13.0,0,0,0,
47090,2011-06-20 18:00,113.0,,,,285.0,5.0,0,0,0,
47090,2011-06-20 18:00,121.0,,,,295.0,18.0,0,0,0,
47090,2011-06-20 18:00,127.0,,,,255.0,17.0,0,0,0,
47090,2011-06-20 18:00,137.0,,,,275.0,16.0,0,0,0,
47090,2011-06-20 18:00,140.0,,,,255.0,18.0,0,0,0,
47090,2011-06-20 18:00,148.0,,,,275.0,21.0,0,0,0,
47090,2011-06-20 18:00,150.0,14080.0,-56.7,-73.7,265.0,22.0,0,0,0,
47090,2011-06-20 18:00,158.0,,,,225.0,24.0,0,0,0,
47090,2011-06-20 18:00,168.0,,,,235.0,21.0,0,0,0,
47090,2011-06-20 18:00,171.0,,-55.7,-71.7,230.0,19.0,0,1,0,
47090,2011-06-20 18:00,189.0,,,,235.0,24.0,0,0,0,
47090,2011-06-20 18:00,199.0,,,,205.0,27.0,0,0,0,
47090,2011-06-20 18:00,200.0,12250.0,-51.7,-65.7,205.0,27.0,0,0,0,
47090,2011-06-20 18:00,206.0,,,,205.0,31.0,0,0,0,
47090,2011-06-20 18:00,224.0,,,,195.0,16.0,0,0,0,
47090,2011-06-20 18:00,233.0,,-47.7,-62.7,,,0,0,0,
47090,2011-06-20 18:00,237.0,,,,215.0,18.0,0,0,0,
47090,2011-06-20 18:00,240.0,,,,235.0,10.0,0,0,0,
47090,2011-06-20 18:00,250.0,10790.0,-43.7,-60.7,65.0,4.0,0,0,0,
47090,2011-06-20 18:00,251.0,,,,140.0,2.0,0,0,0,
47090,2011-06-20 18:00,262.0,,,,150.0,11.0,0,0,0,
47090,2011-06-20 18:00,266.0,,-39.7,-57.7,,,0,0,0,
47090,2011-06-20 18:00,271.0,,,,65.0,13.0,0,0,0,
47090,2011-06-20 18:00,277.0,,,,45.0,18.0,0,0,0,
47090,2011-06-20 18:00,282.0,,-39.7,-57.7,,,0,0,0,
47090,2011-06-20 18:00,290.0,,,,70.0,25.0,0,0,0,
47090,2011-06-20 18:00,300.0,9550.0,-34.9,-54.9,60.0,21.0,0,0,0,
47090,2011-06-20 18:00,317.0,,,,70.0,24.0,0,0,0,
47090,2011-06-20 18:00,329.0,,,,50.0,18.0,0,0,0,
47090,2011-06-20 18:00,353.0,,,,85.0,20.0,0,0,0,
47090,2011-06-20 18:00,365.0,,,,70.0,19.0,0,0,0,
47090,2011-06-20 18:00,377.0,,,,90.0,20.0,0,0,0,
47090,2011-06-20 18:00,388.0,,-19.9,-43.9,,,0,0,0,
47090,2011-06-20 18:00,400.0,7490.0,-18.9,-43.9,85.0,22.0,0,0,0,
47090,2011-06-20 18:00,409.0,,,,80.0,23.0,0,0,0,
47090,2011-06-20 18:00,420.0,,,,95.0,19.0,0,0,0,
47090,2011-06-20 18:00,443.0,,,,95.0,26.0,0,0,0,
47090,2011-06-20 18:00,457.0,,,,75.0,23.0,0,0,0,
47090,2011-06-20 18:00,475.0,,,,95.0,21.0,0,0,0,
47090,2011-06-20 18:00,500.0,5800.0,-6.1,-28.1,85.0,22.0,0,0,0,
47090,2011-06-20 18:00,507.0,,,,85.0,22.0,0,0,0,
47090,2011-06-20 18:00,514.0,,,,100.0,19.0,0,0,0,
47090,2011-06-20 18:00,528.0,,,,100.0,15.0,0,0,0,
47090,2011-06-20 18:00,535.0,,,,85.0,15.0,0,0,0,
47090,2011-06-20 18:00,553.0,,,,90.0,18.0,0,0,0,
47090,2011-06-20 18:00,560.0,,,,80.0,17.0,0,0,0,
47090,2011-06-20 18:00,567.0,,,,95.0,13.0,0,0,0,
47090,2011-06-20 18:00,579.0,,,,90.0,14.0,0,0,0,
47090,2011-06-20 18:00,595.0,,,,115.0,10.0,0,0,0,
47090,2011-06-20 18:00,602.0,,2.0,-26.0,,,0,0,0,
47090,2011-06-20 18:00,617.0,,,,120.0,10.0,0,0,0,
47090,2011-06-20 18:00,622.0,,,,90.0,12.0,0,0,0,
47090,2011-06-20 18:00,635.0,,,,120.0,11.0,0,0,0,
47090,2011-06-20 18:00,641.0,,,,100.0,13.0,0,0,0,
47090,2011-06-20 18:00,649.0,,,,105.0,11.0,0,0,0,
47090,2011-06-20 18:00,657.0,,5.0,-14.0,,,0,0,0,
47090,2011-06-20 18:00,669.0,,,,65.0,5.0,0,0,0,
47090,2011-06-20 18:00,688.0,,,,105.0,10.0,0,0,0,
47090,2011-06-20 18:00,700.0,3101.0,8.0,-9.0,70.0,9.0,0,0,0,
47090,2011-06-20 18:00,738.0,,,,115.0,10.0,0,0,0,
47090,2011-06-20 18:00,850.0,1476.0,17.0,8.0,85.0,4.0,0,0,0,
47090,2011-06-20 18:00,870.0,,,,320.0,1.0,0,0,0,
47090,2011-06-20 18:00,873.0,,,,20.0,1.0,0,0,0,
47090,2011-06-20 18:00,876.0,,,,5.0,1.0,0,0,0,
47090,2011-06-20 18:00,878.0,,,,270.0,1.0,0,0,0,
47090,2011-06-20 18:00,887.0,,,,295.0,1.0,0,0,0,
47090,2011-06-20 18:00,888.0,,,,355.0,1.0,0,0,0,
47090,2011-06-20 18:00,892.0,,,,360.0,1.0,0,0,0,
47090,2011-06-20 18:00,894.0,,,,65.0,1.0,0,0,0,
47090,2011-06-20 18:00,900.0,,,,295.0,1.0,0,0,0,
47090,2011-06-20 18:00,904.0,,,,210.0,1.0,0,0,0,
47090,2011-06-20 18:00,910.0,,20.2,11.2,,,0,0,0,
47090,2011-06-20 18:00,925.0,750.0,20.2,9.2,295.0,6.0,0,0,0,
47090,2011-06-20 18:00,943.0,,20.2,8.2,,,0,0,0,
47090,2011-06-20 18:00,992.0,,19.0,14.5,,,0,0,0,
47090,2011-06-20 18:00,1000.0,78.0,20.2,14.2,10.0,3.0,0,0,0,
47090,2011-06-20 18:00,1006.0,,22.2,15.2,360.0,3.0,1,0,0,
47090,2011-06-20 00:00,8.2,,-40.7,-59.7,,,0,0,0,
47090,2011-06-20 00:00,8.7,,-35.9,-55.9,,,0,0,0,
47090,2011-06-20 00:00,8.8,,,,65.0,40.0,0,0,0,
47090,2011-06-20 00:00,9.1,,-35.9,-55.9,,,0,0,0,
47090,2011-06-20 00:00,10.0,31340.0,-37.9,-56.9,70.0,29.0,0,0,0,
47090,2011-06-20 00:00,12.3,,,,75.0,26.0,0,0,0,
47090,2011-06-20 00:00,13.0,,,,95.0,22.0,0,0,0,
47090,2011-06-20 00:00,14.1,,,,85.0,34.0,0,0,0,
47090,2011-06-20 00:00,14.8,,-41.7,-59.7,,,0,0,0,
47090,2011-06-20 00:00,15.4,,,,95.0,32.0,0,0,0,
47090,2011-06-20 00:00,17.0,,,,70.0,30.0,0,0,0,
47090,2011-06-20 00:00,19.2,,-47.7,-64.7,,,0,0,0,
47090,2011-06-20 00:00,19.7,,,,70.0,24.0,0,0,0,
47090,2011-06-20 00:00,20.0,26670.0,-47.7,-64.7,60.0,28.0,0,0,0,
47090,2011-06-20 00:00,20.3,,,,55.0,30.0,0,0,0,
47090,2011-06-20 00:00,21.2,,,,70.0,19.0,0,0,0,
47090,2011-06-20 00:00,22.4,,,,40.0,15.0,0,0,0,
47090,2011-06-20 00:00,23.1,,,,55.0,10.0,0,0,0,
47090,2011-06-20 00:00,23.4,,,,80.0,12.0,0,0,0,
47090,2011-06-20 00:00,24.1,,,,100.0,17.0,0,0,0,
47090,2011-06-20 00:00,26.3,,,,65.0,15.0,0,0,0,
47090,2011-06-20 00:00,27.7,,,,110.0,20.0,0,0,0,
